"date";"open";"high";"close";"low";"volume";"price_change";"p_change";"ma5";"ma10";"ma20";"v_ma5";"v_ma10";"v_ma20"
"2017-05-15";6424.42;6468.22;6460.51;6424.42;10205600.0;57.4;0.9;6423.786;6481.232;6574.606;11962860.8;12285118.1;13397508.65
"2017-05-12";6399.1;6413.96;6403.11;6364.34;10816367.0;-3.93;-0.06;6413.592;6499.199;6590.325;12409429.6;12572015.4;13683493.15
"2017-05-11";6367.07;6412.81;6407.04;6291.33;13790298.0;7.52;0.12;6431.606;6523.093;6612.848;12666266.6;13168535.3;13870889.25
"2017-05-10";6451.0;6499.15;6399.52;6391.93;13861885.0;-49.23;-0.76;6465.312;6546.469;6632.884;12534401.0;13384790.2;14175514.35
"2017-05-09";6391.88;6448.75;6448.75;6355.36;11140154.0;39.21;0.61;6503.994;6565.938;6655.713;12319556.0;13349489.3;14503685.8
"2017-05-08";6479.37;6499.4;6409.54;6409.0;12438444.0;-83.64;-1.29;6538.678;6575.647;6674.853;12607375.4;13658913.9;14907432.7
"2017-05-05";6558.8;6573.12;6493.18;6493.18;12100552.0;-82.39;-1.25;6584.806;6603.839;6698.511;12734601.2;13640294.6;15187120.7
"2017-05-04";6584.8;6640.33;6575.57;6545.49;13130970.0;-17.36;-0.26;6614.58;6627.436;6717.484;13670804.0;13969583.9;15388024.45
"2017-05-03";6610.29;6639.55;6592.93;6576.46;12787660.0;-29.24;-0.44;6627.626;6640.173;6731.795;14235179.4;14126765.2;15614556.35
"2017-05-02";6611.8;6634.21;6622.17;6587.05;12579251.0;-18.01;-0.27;6627.882;6654.576;6739.432;14379422.6;14294562.9;15636267.9
"2017-04-28";6620.75;6643.71;6640.18;6593.57;13074573.0;-1.87;-0.03;6612.616;6667.979;6742.162;14710452.4;14509899.2;15739445.7
"2017-04-27";6618.38;6650.28;6642.05;6510.85;16781566.0;1.25;0.02;6622.872;6681.45;6749.841;14545988.0;14794970.9;15802158.25
"2017-04-26";6600.79;6669.27;6640.8;6600.41;15952847.0;46.59;0.71;6640.292;6702.603;6758.302;14268363.8;14573243.2;15680545.4
"2017-04-25";6560.11;6634.88;6594.21;6560.11;13508876.0;48.37;0.74;6652.72;6719.299;6767.744;14018351.0;14966238.5;15651264.15
"2017-04-24";6671.86;6673.6;6545.84;6511.18;14234400.0;-145.62;-2.18;6681.27;6745.487;6781.094;14209703.2;15657882.3;15845912.05
"2017-04-21";6724.18;6758.92;6691.46;6680.7;12252251.0;-37.69;-0.56;6723.342;6774.058;6794.301;14309346.0;16155951.5;15848549.95
"2017-04-20";6708.05;6755.3;6729.15;6694.13;15393445.0;26.21;0.39;6740.028;6793.183;6799.032;15043953.8;16733946.8;15942356.75
"2017-04-19";6719.83;6730.86;6702.94;6633.41;14702783.0;-34.02;-0.51;6764.914;6807.531;6802.616;14878122.6;16806465.0;15808891.8
"2017-04-18";6757.35;6794.9;6736.96;6730.31;14465637.0;-19.24;-0.28;6785.878;6823.416;6805.572;15914126.0;17102347.5;15843331.55
"2017-04-17";6760.97;6787.88;6756.2;6716.97;14732614.0;-18.69;-0.28;6809.704;6824.288;6806.714;17106061.4;16977972.9;16044518.4
"2017-04-14";6865.2;6867.51;6774.89;6769.0;15925290.0;-78.69;-1.15;6824.774;6816.345;6810.901;18002557.0;16968992.2;16137213.1
"2017-04-13";6799.7;6862.51;6853.58;6795.15;14564289.0;45.82;0.67;6846.338;6818.231;6811.498;18423939.8;16809345.6;16057024.45
"2017-04-12";6837.14;6862.52;6807.76;6799.28;19882800.0;-48.33;-0.7;6850.148;6814.001;6808.402;18734807.4;16787847.6;16136095.55
"2017-04-11";6832.58;6875.57;6856.09;6747.55;20425314.0;24.54;0.36;6860.954;6816.188;6808.423;18290569.0;16336289.8;15991219.25
"2017-04-10";6881.82;6883.3;6831.55;6824.29;19215092.0;-51.16;-0.74;6838.872;6816.701;6801.524;16849884.4;16033941.8;15698100.45
"2017-04-07";6870.79;6904.14;6882.71;6860.67;18032204.0;10.08;0.15;6807.916;6814.543;6793.76;15935427.4;15541148.4;15434528.9
"2017-04-06";6876.84;6878.47;6872.63;6842.33;16118627.0;10.84;0.16;6790.124;6804.88;6785.643;15194751.4;15150766.7;15172314.75
"2017-04-05";6783.87;6866.09;6861.79;6783.87;17661608.0;116.11;1.72;6777.854;6797.7;6780.093;14840887.8;14811318.6;15182919.9
"2017-03-31";6681.86;6746.32;6745.68;6681.86;13221891.0;68.91;1.03;6771.422;6787.728;6774.624;14382010.6;14584315.6;15195274.1
"2017-03-30";6782.69;6785.78;6676.77;6659.77;14642807.0;-116.98;-1.72;6794.53;6789.14;6771.304;15217999.2;15111063.9;15333913.9
"2017-03-29";6814.98;6831.85;6793.75;6779.39;14328824.0;-17.53;-0.26;6821.17;6805.457;6768.656;15146869.4;15305434.0;15306268.95
"2017-03-28";6826.16;6848.36;6811.28;6799.12;14349309.0;-18.35;-0.27;6819.636;6804.764;6760.997;15106782.0;15304703.3;15287937.95
"2017-03-27";6861.41;6870.22;6829.63;6827.12;15367222.0;-31.59;-0.46;6817.546;6802.803;6751.713;14781749.4;15484343.5;15337620.2
"2017-03-24";6809.1;6875.9;6861.22;6809.1;17401834.0;51.25;0.75;6804.034;6800.657;6740.24;14786620.6;15646148.7;15337058.6
"2017-03-23";6786.79;6832.97;6809.97;6745.57;14287158.0;23.89;0.35;6783.75;6786.346;6728.942;15004128.6;15362259.1;15285371.95
"2017-03-22";6768.97;6802.44;6786.08;6746.29;14128387.0;-14.75;-0.22;6789.744;6772.976;6719.837;15463998.6;15327909.4;15363212.0
"2017-03-21";6761.36;6800.83;6800.83;6751.98;12724146.0;38.76;0.57;6789.892;6766.405;6711.979;15502624.6;15193862.8;15378588.15
"2017-03-20";6751.0;6770.06;6762.07;6715.81;15391578.0;2.27;0.03;6788.06;6762.485;6701.776;16186937.6;15554521.2;15513439.8
"2017-03-17";6842.98;6855.16;6759.8;6759.8;18489374.0;-80.14;-1.17;6797.28;6761.519;6690.985;16505676.8;15806232.6;15351255.15
"2017-03-16";6807.38;6843.3;6839.94;6807.38;16586508.0;53.12;0.78;6788.942;6753.467;6676.267;15720389.6;15556763.9;15058030.35
"2017-03-15";6784.74;6791.63;6786.82;6764.41;14321517.0;-4.85;-0.07;6756.208;6731.854;6659.223;15191820.2;15307103.9;14803425.8
"2017-03-14";6816.33;6827.0;6791.67;6780.28;16145711.0;-16.5;-0.24;6742.918;6717.23;6642.334;14885101.0;15271172.6;14685067.05
"2017-03-13";6719.47;6808.17;6808.17;6698.06;16985274.0;90.06;1.34;6736.91;6700.623;6628.0;14922104.8;15190896.9;14354583.0
"2017-03-10";6674.06;6739.15;6718.11;6674.06;14562938.0;41.84;0.63;6725.758;6679.822;6612.576;15106788.4;15027968.5;14094272.3
"2017-03-09";6711.35;6711.7;6676.27;6659.23;13943661.0;-44.1;-0.66;6717.992;6671.538;6598.785;15393138.2;15208484.8;13931860.4
"2017-03-08";6763.38;6763.38;6720.37;6707.97;12787921.0;-41.26;-0.61;6707.5;6666.698;6587.233;15422387.6;15398514.6;13807413.35
"2017-03-07";6750.45;6771.34;6761.63;6729.99;16330730.0;9.22;0.14;6691.542;6657.553;6571.952;15657244.2;15563313.5;13642942.25
"2017-03-06";6686.86;6752.41;6752.41;6685.34;17908692.0;73.13;1.09;6664.336;6641.066;6551.981;15459689.0;15472358.4;13234457.18
"2017-03-03";6611.9;6686.16;6679.28;6602.11;15994687.0;55.47;0.84;6633.886;6620.45;6533.441;14949148.6;14896277.7;12756747.35
"2017-03-02";6650.12;6663.98;6623.81;6619.61;14089908.0;-16.77;-0.25;6625.084;6599.067;6516.255;15023831.4;14559296.8;12204903.55
"2017-03-01";6620.93;6657.6;6640.58;6613.03;13962204.0;14.98;0.23;6625.896;6586.591;6511.646;15374641.6;14299747.7;11500778.44
"2017-02-28";6604.59;6633.87;6625.6;6600.19;15342954.0;25.44;0.39;6623.564;6567.438;6496.686;15469382.8;14098961.5;11099472.84
"2017-02-27";6637.96;6660.46;6600.16;6595.52;15355990.0;-35.11;-0.53;6617.796;6555.377;6480.421;15485027.8;13518269.1;10632420.37
"2017-02-24";6630.26;6648.95;6635.27;6619.65;16368101.0;7.4;0.11;6607.014;6545.33;6464.167;14843406.8;13160576.1;10171437.64
"2017-02-23";6627.44;6642.18;6627.87;6597.97;15843959.0;-1.05;-0.02;6573.05;6526.031;6447.221;14094762.2;12655236.0;9700995.57
"2017-02-22";6599.59;6628.92;6628.92;6592.79;14435910.0;32.16;0.49;6547.286;6507.767;6429.102;13224853.8;12216312.1;9272039.02
"2017-02-21";6554.32;6600.19;6596.76;6550.76;15421179.0;50.51;0.77;6511.312;6486.35;6406.975;12728540.2;11722571.0;8865255.72
"2017-02-20";6467.63;6548.8;6546.25;6467.63;12147885.0;80.8;1.25;6492.958;6462.895;6387.45;11551510.4;10996555.95;8443208.67
"2017-02-17";6504.03;6536.86;6465.45;6461.87;12624878.0;-33.6;-0.52;6483.646;6446.431;6370.896;11477745.4;10617217.0;8273460.62
"2017-02-16";6454.76;6502.34;6499.05;6439.93;11494417.0;50.0;0.78;6479.012;6433.442;6354.966;11215709.8;9850510.3;8328592.32
"2017-02-15";6504.2;6519.1;6449.05;6439.11;11954342.0;-55.94;-0.86;6468.248;6436.7;6346.239;11207770.4;8701809.18;8274106.52
"2017-02-14";6500.07;6513.23;6504.99;6482.41;9536030.0;5.3;0.08;6461.388;6425.933;6344.555;10716601.8;8099984.18;8123669.47
"2017-02-13";6441.55;6511.48;6499.69;6439.58;11779060.0;57.41;0.89;6432.832;6405.465;6343.371;10441601.5;7746571.63;8117182.72
"2017-02-10";6451.81;6462.05;6442.28;6430.51;11314700.0;-2.95;-0.05;6409.216;6383.004;6344.941;9756688.6;7182299.18;8042367.62
"2017-02-09";6411.11;6455.83;6445.23;6403.7;11454720.0;30.48;0.47;6387.872;6368.411;6350.158;8485310.8;6746755.13;8001898.27
"2017-02-08";6354.13;6414.75;6414.75;6331.31;9498499.0;52.54;0.83;6405.152;6350.437;6353.898;6195847.97;6327765.93;7975324.62
"2017-02-07";6383.51;6391.96;6362.21;6336.9;8161028.5;-19.4;-0.3;6390.478;6327.599;6362.517;5483366.57;6007940.43;8098018.37
"2017-02-06";6335.22;6381.72;6381.61;6323.83;8354495.5;46.05;0.73;6378.098;6312.004;6374.417;5051541.77;5889861.38;8333469.59
"2017-02-03";6353.77;6359.3;6335.56;6323.81;4957811.0;-5.82;-0.09;6356.792;6295.36;6380.881;4607909.77;5929704.23;8402303.02
"2017-02-02";6336.77;6609.1;6531.63;6336.77;7405.83;190.25;3.0;6348.95;6276.489;6387.715;5008199.47;6806674.33;8594167.82
"2017-01-26";6311.06;6341.55;6341.38;6309.99;5936092.0;41.07;0.65;6295.722;6255.777;6384.652;6459683.9;7846403.85;9008117.18
"2017-01-25";6272.17;6308.47;6300.31;6265.42;6001904.5;25.23;0.4;6264.72;6263.176;6392.201;6532514.3;8147354.75;9118645.58
"2017-01-24";6293.73;6298.32;6275.08;6268.14;6136335.5;-21.27;-0.34;6245.91;6281.276;6402.707;6728181.0;8487793.8;9261302.55
"2017-01-23";6275.79;6328.24;6296.35;6275.79;6959259.5;30.86;0.49;6233.928;6306.878;6415.016;7251498.7;8902436.05;9473654.48
"2017-01-20";6181.35;6273.64;6265.49;6181.35;7264828.0;79.12;1.28;6204.028;6331.904;6425.084;8605149.2;9257041.4;9636896.55
"2017-01-19";6191.29;6217.96;6186.37;6175.9;6300244.0;-19.89;-0.32;6215.832;6357.359;6439.007;9233123.8;9622883.3;9769242.2
"2017-01-18";6206.53;6236.32;6206.26;6187.83;6980238.0;-8.91;-0.14;6261.632;6397.435;6456.906;9762195.2;10188096.3;9956691.9
"2017-01-17";6135.77;6219.91;6215.17;6093.18;8752924.0;68.32;1.11;6316.642;6436.829;6471.421;10247406.6;10777077.8;10105374.7
"2017-01-16";6316.76;6316.76;6146.85;5992.24;13727512.0;-177.66;-2.81;6379.828;6466.402;6486.368;10553373.4;10874901.8;10179467.3
"2017-01-13";6416.16;6423.87;6324.51;6321.1;10404701.0;-90.86;-1.42;6459.78;6498.94;6506.184;9908933.6;10381661.3;10069026.6
"2017-01-12";6479.52;6491.36;6415.37;6410.5;8945601.0;-65.94;-1.02;6498.886;6513.526;6515.152;10012642.8;10169830.5;10197167.8
"2017-01-11";6530.02;6547.04;6481.31;6479.52;9406295.0;-49.79;-0.76;6533.238;6521.226;6519.039;10613997.4;10089936.4;10482800.9
"2017-01-10";6549.44;6562.97;6531.1;6525.88;10282758.0;-15.51;-0.24;6557.016;6524.138;6522.482;11306749.0;10034811.3;10718184.05
"2017-01-09";6514.42;6562.35;6546.61;6508.28;10505313.0;26.57;0.41;6552.976;6523.154;6522.245;11196430.2;10044872.9;11231894.05
"2017-01-06";6580.97;6580.97;6520.04;6520.04;10923247.0;-67.09;-1.02;6538.1;6518.264;6536.5;10854389.0;10016751.7;11408664.7
"2017-01-05";6593.53;6606.66;6587.13;6580.87;11952374.0;-13.07;-0.2;6528.166;6520.654;6554.357;10327018.2;9915601.1;11605576.1
"2017-01-04";6513.77;6600.2;6600.2;6507.57;12870053.0;89.3;1.37;6509.214;6516.376;6569.51;9565875.4;9725287.5;11671537.55
"2017-01-03";6492.0;6521.51;6510.9;6489.9;9731164.0;38.67;0.6;6491.26;6506.013;6582.268;8762873.6;9433671.6;11685525.6
"2016-12-30";6476.13;6498.03;6472.23;6458.39;8795107.0;1.86;0.03;6493.332;6506.333;6598.351;8893315.6;9484032.8;11940787.3
"2016-12-29";6484.94;6507.3;6470.37;6465.69;8286393.0;-22.0;-0.34;6498.428;6513.428;6617.661;9179114.4;9756391.9;12310598.85
"2016-12-28";6512.39;6522.84;6492.37;6482.38;8146660.0;-18.06;-0.28;6513.142;6516.777;6640.7;9504184.0;10224505.1;12559867.1
"2016-12-27";6530.47;6539.65;6510.43;6507.26;8855044.0;-10.83;-0.17;6523.538;6516.851;6661.186;9884699.6;10875665.4;12902756.95
"2016-12-26";6479.57;6521.26;6521.26;6403.11;10383374.0;23.55;0.36;6520.766;6520.825;6681.788;10104469.6;11401556.8;13261400.6
"2016-12-23";6549.28;6553.93;6497.71;6493.4;10224101.0;-46.23;-0.71;6519.334;6521.335;6702.472;10074750.0;12418915.2;13491558.55
"2016-12-22";6548.19;6557.69;6543.94;6510.18;9911741.0;-0.41;-0.01;6528.428;6554.735;6723.671;10333669.4;12800577.7;13767750.1
"2016-12-21";6508.18;6549.46;6544.35;6508.11;10049238.0;47.78;0.73;6520.412;6588.06;6741.046;10944826.2;13295551.1;14057964.5
"2016-12-20";6513.75;6517.44;6496.57;6472.09;9953894.0;-17.53;-0.27;6510.164;6622.643;6760.697;11866631.2;13617787.6;14426293.6
"2016-12-19";6543.84;6547.32;6514.1;6506.67;10234776.0;-29.08;-0.44;6520.884;6658.522;6783.925;12698644.0;13937379.6;14638753.25
"2016-12-16";6501.16;6563.6;6543.18;6493.12;11518698.0;39.32;0.6;6523.336;6690.368;6804.704;14763080.4;14397541.8;14791306.05
"2016-12-15";6469.79;6553.83;6503.86;6462.24;12967525.0;10.75;0.17;6581.042;6721.893;6823.993;15267486.0;14864805.8;14854082.9
"2016-12-14";6546.81;6548.2;6493.11;6475.24;14658263.0;-57.06;-0.87;6655.708;6764.622;6847.129;15646276.0;14895229.1;14968529.9
"2016-12-13";6516.14;6567.0;6550.17;6466.3;14113958.0;23.81;0.36;6735.122;6805.521;6872.056;15368944.0;14929848.5;15124488.45
"2016-12-12";6828.32;6828.4;6526.36;6518.15;20556958.0;-305.35;-4.47;6796.16;6842.751;6893.088;15176115.2;15121244.4;15151861.35
"2016-12-09";6870.13;6879.63;6831.71;6819.28;14040726.0;-45.48;-0.66;6857.4;6883.609;6914.138;14032003.2;14564201.9;15034663.65
"2016-12-08";6908.03;6908.75;6877.19;6871.38;14861475.0;-12.99;-0.19;6862.744;6892.607;6919.615;14462125.6;14734922.5;15277823.75
"2016-12-07";6851.79;6890.18;6890.18;6834.58;13271603.0;34.82;0.51;6873.536;6894.032;6921.978;14144182.2;14820377.9;15249123.3
"2016-12-06";6849.31;6875.89;6855.36;6837.02;13149814.0;22.8;0.33;6875.92;6898.75;6920.069;14490753.0;15234799.6;15431277.45
"2016-12-05";6814.89;6888.69;6832.56;6804.79;14836398.0;-25.87;-0.38;6889.342;6909.327;6923.725;15066373.6;15340126.9;15420679.1
"2016-12-02";6935.84;6945.0;6858.43;6849.32;16191338.0;-72.72;-1.05;6909.818;6919.039;6926.238;15096400.6;15185070.3;15310661.3
"2016-12-01";6916.45;6931.15;6931.15;6901.86;13271758.0;29.05;0.42;6922.47;6926.093;6928.075;15007719.4;14843360.0;15161178.6
"2016-11-30";6907.67;6944.55;6902.1;6886.7;15004457.0;-20.37;-0.29;6914.528;6929.636;6927.829;15496573.6;15041830.7;15392326.3
"2016-11-29";6926.31;6973.1;6922.47;6917.19;16027917.0;-12.47;-0.18;6921.58;6938.59;6927.466;15978846.2;15319128.4;15376777.8
"2016-11-28";6946.37;6961.66;6934.94;6922.5;14986533.0;13.25;0.19;6929.312;6943.425;6926.941;15613880.2;15182478.3;15279327.8
"2016-11-25";6888.39;6921.69;6921.69;6798.25;15747932.0;30.25;0.44;6928.26;6944.667;6928.861;15273740.0;15505125.4;15197416.1
"2016-11-24";6927.32;6931.98;6891.44;6877.23;15716029.0;-45.92;-0.66;6929.716;6946.623;6931.947;14679000.6;15820725.0;15237711.9
"2016-11-23";6971.54;6989.8;6937.36;6926.5;17415820.0;-23.77;-0.34;6944.744;6949.924;6938.34;14587087.8;15677868.7;15207185.9
"2016-11-22";6937.62;6961.13;6961.13;6928.26;14203087.0;31.45;0.45;6955.6;6941.388;6941.717;14659410.6;15627755.3;15189838.3
"2016-11-21";6924.73;6956.44;6929.68;6911.3;13285832.0;0.71;0.01;6957.538;6938.123;6941.104;14751076.4;15501231.3;15222824.45
"2016-11-18";6965.25;6973.65;6928.97;6923.24;12774235.0;-37.61;-0.54;6961.074;6933.437;6943.282;15736510.8;15436252.3;15340690.7
"2016-11-17";6982.82;6982.93;6966.58;6931.44;15256465.0;-25.06;-0.36;6963.53;6930.056;6943.34;16962449.4;15478997.2;15412303.5
"2016-11-16";6982.07;7008.57;6991.64;6980.36;17777434.0;20.82;0.3;6955.104;6926.022;6942.959;16768649.6;15742821.9;15465088.7
"2016-11-15";6951.14;6970.82;6970.82;6920.68;14661416.0;23.46;0.34;6927.176;6916.341;6936.311;16596100.0;15434427.2;15322553.05
"2016-11-14";6923.89;6982.6;6947.36;6913.43;18213004.0;6.11;0.09;6918.708;6910.456;6934.339;16251386.2;15376177.3;15244362.3
"2016-11-11";6931.5;6944.28;6941.25;6896.28;18903928.0;16.8;0.24;6905.8;6913.055;6934.573;15135993.8;14889706.8;15057593.6
"2016-11-10";6908.18;6941.32;6924.45;6903.54;14287466.0;72.45;1.06;6896.582;6917.271;6934.891;13995545.0;14654698.8;14877503.6
"2016-11-09";6929.52;6929.91;6852.0;6769.47;16914686.0;-76.48;-1.1;6896.94;6926.757;6936.007;14716994.2;14736503.1;14988838.2
"2016-11-08";6922.12;6946.98;6928.48;6904.5;12937847.0;45.66;0.66;6905.506;6942.046;6938.918;14272754.4;14751921.3;14934431.25
"2016-11-07";6897.26;6913.38;6882.82;6871.49;12636042.0;-12.34;-0.18;6902.205;6944.085;6931.673;14500968.4;14944417.6;14765311.95
"2016-11-04";6924.4;6947.92;6895.16;6885.02;13201684.0;-31.08;-0.45;6920.31;6953.126;6925.003;14643419.8;15245129.1;14688480.0
"2016-11-03";6879.77;6966.32;6926.24;6873.86;17894712.0;31.41;0.46;6937.96;6956.624;6915.457;15313852.6;15345609.8;14473549.4
"2016-11-02";6942.51;6957.91;6894.83;6890.17;14693487.0;-59.06;-0.85;6956.574;6959.897;6904.638;14756012.0;15187355.5;14187256.4
"2016-10-28";6968.899;7005.01;6911.974;6911.974;14078917.0;-61.37;-0.88;6978.587;6956.281;6893.251;15231088.2;15210678.9;14195157.3
"2016-10-27";6981.261;6990.062;6973.344;6947.817;13348299.0;-10.066;-0.14;6985.965;6958.221;6888.754;15387866.8;15112547.3;14130346.55
"2016-10-26";7016.227;7016.919;6983.41;6965.719;16553848.0;-35.901;-0.51;6985.943;6956.09;6881.542;15846838.4;15225480.4;14077229.55
"2016-10-25";7009.046;7024.697;7019.311;7000.511;15105509.0;14.417;0.21;6975.288;6952.51;6872.226;15377367.0;15100308.4;13763431.75
"2016-10-24";6958.605;7033.476;7004.894;6951.652;17068868.0;56.027;0.81;6963.22;6945.256;6860.169;15618699.0;15241173.3;13487867.6
"2016-10-21";6973.641;6976.725;6948.867;6900.144;14862810.0;-24.365;-0.35;6933.976;6935.789;6849.105;15190269.6;15116941.2;13123758.8
"2016-10-20";6941.371;6981.16;6973.232;6939.384;15643157.0;43.098;0.62;6930.476;6919.261;6838.007;14837227.8;14586206.3;12968128.2
"2016-10-19";6973.523;6984.739;6930.134;6915.573;14206491.0;-28.837;-0.41;6926.238;6896.88;6828.046;14604122.4;14131830.9;12861325.3
"2016-10-18";6858.029;6958.971;6958.971;6856.064;16312169.0;100.296;1.46;6929.733;6874.29;6818.132;14823249.8;13601489.0;13050857.45
"2016-10-17";6939.245;6954.682;6858.675;6847.549;14926721.0;-72.694;-1.05;6927.293;6849.38;6816.97;14863647.6;13187157.3;12982413.6
"2016-10-14";6943.919;6947.145;6931.369;6889.177;13097601.0;-20.671;-0.3;6937.602;6830.221;6823.442;15043612.8;13179635.7;12899961.8
"2016-10-13";6944.924;6969.04;6952.04;6927.647;14477630.0;4.43;0.06;6908.047;6819.286;6826.177;14335184.8;13148145.8;13118201.05
"2016-10-12";6936.688;6962.553;6947.61;6919.74;15302128.0;0.839;0.01;6867.522;6806.994;6828.845;13659539.4;12928978.7;13249958.15
"2016-10-11";6914.905;6946.771;6946.771;6902.512;16514158.0;36.55;0.53;6818.846;6791.941;6825.713;12379728.2;12426555.1;13059220.85
"2016-10-10";6828.781;6910.221;6910.221;6818.765;15826547.0;126.63;1.87;6771.467;6775.082;6821.982;11510667.0;11734561.9;12867933.05
"2016-09-30";6746.464;6797.442;6783.591;6743.283;9555461.0;34.172;0.51;6722.839;6762.42;6822.109;11315658.6;11130576.4;12693687.85
"2016-09-29";6711.643;6770.835;6749.419;6711.643;11099403.0;45.189;0.67;6730.526;6756.753;6830.986;11961106.8;11350050.1;12841938.95
"2016-09-28";6724.677;6728.102;6704.23;6695.698;8903072.0;-5.646;-0.08;6746.466;6759.212;6841.844;12198418.0;11590819.7;12907999.3
"2016-09-27";6658.171;6709.876;6709.876;6627.87;12168852.0;42.796;0.64;6765.036;6761.973;6854.712;12473382.0;12500225.9;13136722.35
"2016-09-26";6809.622;6809.636;6667.08;6667.08;14851505.0;-154.946;-2.27;6778.697;6784.56;6866.322;11958456.8;12777669.9;13261751.6
"2016-09-23";6842.081;6850.158;6822.026;6815.893;12782702.0;-7.094;-0.1;6802.001;6816.663;6879.255;10945494.2;12620287.9;13330376.2
"2016-09-22";6840.831;6857.681;6829.12;6823.562;12285959.0;32.042;0.47;6782.98;6833.068;6886.607;10738993.4;13088256.3;13335656.05
"2016-09-21";6777.749;6820.619;6797.078;6773.792;10277892.0;18.898;0.28;6771.958;6850.695;6892.806;10983221.4;13570937.6;13379232.7
"2016-09-20";6790.965;6792.687;6778.18;6758.769;9594226.0;-5.42;-0.08;6758.911;6859.484;6899.857;12527069.8;13691886.6;13625246.3
"2016-09-19";6746.347;6797.401;6783.6;6746.231;9786692.0;56.68;0.84;6790.423;6868.883;6912.007;13596883.0;14001304.2;13962607.75
"2016-09-14";6748.02;6773.171;6726.92;6712.119;11750198.0;-47.09;-0.69;6831.326;6881.797;6923.604;14295081.6;14256799.3;14500300.15
"2016-09-13";6773.66;6790.694;6774.01;6738.36;13507099.0;42.167;0.63;6883.157;6905.219;6938.884;15437519.2;14333827.8;14970138.35
"2016-09-12";6813.259;6848.311;6731.843;6731.36;17997134.0;-203.898;-2.94;6929.433;6924.476;6950.628;16158653.8;14225178.9;15556533.6
"2016-09-09";6995.258;7013.311;6935.741;6935.741;14943292.0;-52.375;-0.75;6960.058;6947.451;6963.819;14856703.4;13773218.8;16024737.6
"2016-09-08";6979.687;6998.071;6988.116;6957.599;13277685.0;2.043;0.03;6947.342;6948.085;6958.526;14405725.4;13745833.3;15987873.2
"2016-09-07";7002.047;7023.927;6986.073;6977.642;17462386.0;-19.32;-0.28;6932.268;6941.847;6946.852;14218517.0;14040464.5;16024382.55
"2016-09-06";6892.729;7005.393;7005.393;6840.005;17112772.0;120.427;1.75;6927.282;6940.146;6939.7;13230136.4;13583055.8;15884756.35
"2016-09-05";6889.909;6931.829;6884.966;6877.366;11487382.0;12.803;0.19;6919.519;6934.917;6933.632;12291704.0;13187527.8;15843406.75
"2016-09-02";6898.642;6929.452;6872.163;6839.803;12688402.0;-40.584;-0.59;6934.844;6940.229;6930.559;12689734.2;13558606.0;16005733.0
"2016-09-01";6964.143;6973.47;6912.747;6912.747;12341643.0;-48.394;-0.69;6948.827;6955.132;6923.442;13085941.2;13923911.3;16073477.75
"2016-08-31";6972.983;6979.673;6961.141;6917.9;12520483.0;-5.435;-0.08;6951.425;6965.411;6915.762;13862412.0;14743801.0;16151878.05
"2016-08-30";6963.333;7004.36;6966.576;6955.377;12420610.0;4.983;0.07;6953.009;6972.548;6903.094;13935975.2;15606448.9;16110108.2
"2016-08-29";6944.304;6979.235;6961.593;6937.68;13477533.0;19.516;0.28;6950.315;6976.779;6889.03;14083351.6;16887888.3;16009536.25
"2016-08-26";6944.881;6998.63;6942.077;6931.313;14669437.0;16.34;0.24;6945.614;6980.188;6873.332;14427477.8;18276256.4;16025133.25
"2016-08-25";6936.468;6937.793;6925.737;6861.015;16223997.0;-43.327;-0.62;6961.437;6968.967;6863.032;14761881.4;18229913.1;15995851.5
"2016-08-24";6959.578;7005.839;6969.064;6951.529;12888299.0;15.959;0.23;6979.397;6951.857;6855.386;15625190.0;18008300.6;16209346.55
"2016-08-23";6935.88;6981.939;6953.105;6911.054;13157492.0;15.017;0.22;6992.087;6939.253;6846.11;17276922.6;18186456.9;17038397.8
"2016-08-22";7017.495;7035.781;6938.088;6937.47;15198164.0;-83.103;-1.18;7003.244;6932.347;6852.804;19692425.0;18499285.7;17223814.8
"2016-08-19";7014.41;7043.717;7021.191;6990.5;16341455.0;5.653;0.08;7014.762;6920.888;6856.621;22125035.0;18452860.0;17420286.6
"2016-08-18";7028.595;7053.438;7015.538;6994.653;20540540.0;-16.977;-0.24;6976.497;6891.752;6855.697;21697944.8;18223044.2;17623895.15
"2016-08-17";7024.093;7058.64;7032.515;6997.706;21146962.0;23.629;0.34;6924.317;6866.114;6857.615;20391411.2;17559955.1;17583700.15
"2016-08-16";7004.099;7033.332;7008.886;6997.782;25235004.0;13.208;0.19;6886.419;6833.639;6858.078;19095991.2;16613767.5;17362618.55
"2016-08-15";6847.783;7027.131;6995.678;6837.191;27361214.0;165.811;2.43;6861.451;6801.28;6860.817;17306146.4;15131184.2;17006420.05
"2016-08-12";6744.396;6830.849;6829.867;6737.113;14206004.0;75.226;1.11;6827.015;6766.476;6863.404;14780685.0;13774010.1;16676125.55
"2016-08-11";6830.653;6855.952;6754.641;6754.641;14007872.0;-88.383;-1.29;6807.007;6757.097;6876.561;14748143.6;13761789.9;17029508.65
"2016-08-10";6881.858;6899.855;6843.024;6842.645;14669862.0;-41.022;-0.6;6807.91;6758.914;6893.968;14728499.0;14410392.5;17440431.85
"2016-08-09";6826.867;6884.046;6884.046;6820.846;16285780.0;60.548;0.89;6780.859;6752.967;6906.604;14131543.8;15890338.7;18163712.05
